bat,CB_01,circular,,,
,CB_02,birdlike,,,
,CB_03,birdlike,,,
,CB_04,two,legs,wings,birds
,CB_05,wings,small,,
,CB_06,birds,,,
,CB_08,wings,,,
,CB_09,slick,thin,smooth,
,CB_10,wings,,,
,CB_11,medium,,,
,CB_12,soft,fur,,
,CB_13,wide,,,
,CB_14,thin,small,,
,CB_15,wings,mouse,,
,CB_16,round,,,
,CB_17,ugly,birds,,
,CB_18,birds,graceful,shapely,
,CB_19,birds,,,
,CB_23,birds,,,
beaver,CB_01,medium,,,
,CB_02,lowtoground,,,
,CB_03,big,four,legs,
,CB_04,four,legs,,
,CB_05,compact,big,tail,
,CB_06,long,,,
,CB_08,four,legs,,
,CB_09,slick,thin,smooth,
,CB_10,ocean,,,
,CB_11,small,,,
,CB_12,soft,fur,,
,CB_13,wide,body,,
,CB_14,thin,small,,
,CB_15,four,feet,,
,CB_16,round,,,
,CB_17,powerful,lean,fast,
,CB_18,small,strange,,
,CB_19,water,,,
,CB_23,four,legs,standard,
boar,CB_01,big,,,
,CB_02,lowtoground,,,
,CB_03,four,legs,medium,
,CB_04,four,legs,,
,CB_05,lowfront,highback,,
,CB_06,flat,,,
,CB_08,four,legs,,
,CB_09,skinny,square,four,legs
,CB_10,small,,,
,CB_11,small,,,
,CB_12,coarse,hair,,
,CB_13,wide,body,,
,CB_14,fat,medium,,
,CB_15,four,feet,,
,CB_16,round,,,
,CB_17,fat,,,
,CB_18,large,muscular,,
,CB_19,wild,,,
,CB_23,four,legs,standard,
cheetah,CB_01,big,,,
,CB_02,catlike,,,
,CB_03,four,legs,medium,
,CB_04,four,legs,,
,CB_05,cats,,,
,CB_06,flat,,,
,CB_08,four,legs,,
,CB_09,slick,thin,smooth,
,CB_10,big,,,
,CB_11,big,,,
,CB_12,coarse,hair,,
,CB_13,tall,slender,,
,CB_14,large,tall,,
,CB_15,four,feet,,
,CB_16,round,,,
,CB_17,powerful,lean,fast,
,CB_18,four,legs,graceful,aesthpleasing
,CB_19,wild,,,
,CB_23,four,legs,standard,
crow,CB_01,circular,,,
,CB_02,birdlike,,,
,CB_03,birdlike,,,
,CB_04,two,legs,wings,birds
,CB_05,wings,small,,
,CB_06,birds,,,
,CB_08,wings,,,
,CB_09,slick,thin,smooth,
,CB_10,wings,,,
,CB_11,big,,,
,CB_12,feathers,,,
,CB_13,birds,,,
,CB_14,thin,small,,
,CB_15,birds,two,legs,
,CB_16,round,,,
,CB_17,ugly,birds,,
,CB_18,birds,graceful,shapely,
,CB_19,birds,,,
,CB_23,birds,,,
deer,CB_01,long,,,
,CB_02,builtforspeed,,,
,CB_03,big,four,legs,
,CB_04,four,legs,,
,CB_05,big,body,legs,
,CB_06,flat,,,
,CB_08,four,legs,,
,CB_09,skinny,square,four,legs
,CB_10,IDK,,,
,CB_11,medium,,,
,CB_12,coarse,hair,,
,CB_13,tall,slender,,
,CB_14,fat,medium,,
,CB_15,four,feet,,
,CB_16,round,,,
,CB_17,little,gentle,sweet,horns
,CB_18,four,legs,graceful,aesthpleasing
,CB_19,farm,,,
,CB_23,four,legs,standard,
dolphin,CB_01,big,,,
,CB_02,fishlike,,,
,CB_03,long,lean,,
,CB_04,fish,,,
,CB_05,long,body,fins,tail
,CB_06,long,,,
,CB_08,swimmers,,,
,CB_09,slick,thin,smooth,
,CB_10,ocean,,,
,CB_11,small,,,
,CB_12,slippery,scales,,
,CB_13,ocean,,,
,CB_14,thin,small,,
,CB_15,fish,,,
,CB_16,oblong,,,
,CB_17,powerful,lean,fast,
,CB_18,swimmers,small,graceful,
,CB_19,water,,,
,CB_23,fish,,,
elephant,CB_01,long,,,
,CB_02,longerthantall,,,
,CB_03,big,four,legs,
,CB_04,four,legs,,
,CB_05,huge,bulky,,
,CB_06,flat,,,
,CB_08,four,legs,,
,CB_09,fat,,,
,CB_10,big,,,
,CB_11,big,,,
