bat,S_01,black,,,,'black','','',''
,S_02,black,,,,'black','','',''
,S_03,black,,,,'black','','',''
,S_04,black,,,,'black','','',''
,S_05,brown,grey,black,,'brown','grey','black',''
,S_06,black,,,,,,,
,S_07,black,,,,,,,
,S_08,black,,,,,,,
,S_09,dark,grey,black,,,,,
,S_10,black,,,,,,,
,S_11,black,,,,,,,
,S_12,dark,,,,,,,
,S_13,black,,,,,,,
,S_14,black,,,,,,,
,S_15,black,,,,,,,
,S_16,black,,,,,,,
,S_17,black,,,,,,,
,S_18,brown,,,,,,,
,S_19,black,,,,,,,
,S_20,brown,,,,,,,
beaver,S_01,brown,,,,,,,
,S_02,brown,,,,'brown','','',''
,S_03,brown,,,,'brown','','',''
,S_04,brown,,,,'brown','','',''
,S_05,dark,brown,,,'dark','brown','',''
,S_06,dark,brown,,,'dark','brown','',''
,S_07,brown,,,,'brown','','',''
,S_08,brown,,,,'brown','','',''
,S_09,brown,,,,'brown','','',''
,S_10,brown,,,,'brown','','',''
,S_11,brown,,,,'brown','','',''
,S_12,medium,,,,'medium','','',''
,S_13,brown,,,,'brown','','',''
,S_14,brown,,,,'brown','','',''
,S_15,brown,,,,'brown','','',''
,S_16,brown,,,,'brown','','',''
,S_17,brown,,,,'brown','','',''
,S_18,brown,,,,'brown','','',''
,S_19,brown,,,,'brown','','',''
,S_20,brown,,,,'brown','','',''
boar,S_01,brown,,,,'brown','','',''
,S_02,black,,,,'black','','',''
,S_03,brown,,,,'brown','','',''
,S_04,brown,,,,'brown','','',''
,S_05,brown,grey,black,,'brown','grey','black',''
,S_06,dark,brown,,,'dark','brown','',''
,S_07,grey,,,,'grey','','',''
,S_08,brown,,,,'brown','','',''
,S_09,brown,,,,'brown','','',''
,S_10,brown,,,,'brown','','',''
,S_11,brown,,,,'brown','','',''
,S_12,medium,,,,'medium','','',''
,S_13,brown,,,,'brown','','',''
,S_14,grey,,,,'grey','','',''
,S_15,brown,,,,'brown','','',''
,S_16,black,,,,'black','','',''
,S_17,brown,,,,'brown','','',''
,S_18,brown,,,,'brown','','',''
,S_19,brown,,,,'brown','','',''
,S_20,brown,,,,'brown','','',''
cheetah,S_01,brown,white,,,'brown','white','',''
,S_02,spots,brown,,,'spots','brown','',''
,S_03,multi,,,,'multi','','',''
,S_04,yellow,orange,pattern,,'yellow','orange','pattern',''
,S_05,dark,light,spots,brown,'dark','light','spots','brown'
,S_06,brown,,,,'brown','','',''
,S_07,spots,,,,'spots','','',''
,S_08,brown,,,,'brown','','',''
,S_09,tawny,,,,'tawny','','',''
,S_10,orange,,,,'orange','','',''
,S_11,tan,yellow,,,'tan','yellow','',''
,S_12,medium,,,,'medium','','',''
,S_13,yellow,orange,,,'yellow','orange','',''
,S_14,spots,,,,'spots','','',''
,S_15,amber,,,,'amber','','',''
,S_16,brown,,,,'brown','','',''
,S_17,pattern,,,,'pattern','','',''
,S_18,pattern,,,,'pattern','','',''
,S_19,brown,,,,'brown','','',''
,S_20,yellow,,,,'yellow','','',''
crow,S_01,black,,,,'black','','',''
,S_02,black,,,,'black','','',''
