bat,CB_01,brown,,,,,,,
,CB_02,bright,,,,,,,
,CB_03,dark,brown,,,,,,
,CB_04,light,gray,,,,,,
,CB_05,brown,,,,,,,
,CB_06,bright,,,,,,,
,CB_08,fly,birds,,,,,,
,CB_09,dark,,,,,,,
,CB_10,black,,,,,,,
,CB_11,gray,,,,,,,
,CB_12,black,,,,,,,
,CB_13,black,white,,,,,,
,CB_14,multi,,,,,,,
,CB_15,white,,,,,,,
,CB_16,spots,,,,,,,
,CB_17,black,,,,,,,
,CB_18,black,,,,,,,
,CB_19,birds,,,,,,,
,CB_23,dark,,,,,,,
beaver,CB_01,brown,,,,,,,
,CB_02,dark,,,,,,,
,CB_03,stripes,,,,,,,
,CB_04,light,gray,,,,,,
,CB_05,brown,,,,,,,
,CB_06,dark,,,,,,,
,CB_08,dark,single,,,,,,
,CB_09,white,,,,,,,
,CB_10,white,,,,,,,
,CB_11,white,,,,,,,
,CB_12,dark,,,,,,,
,CB_13,light,,,,,,,
,CB_14,light,,,,,,,
,CB_15,brown,,,,,,,
,CB_16,exotic,multi,,,,,,
,CB_17,white,pink,,,,,,
,CB_18,IDK,,,,,,,
,CB_19,wild,,,,,,,
,CB_23,multi,,,,,,,
boar,CB_01,brown,,,,,,,
,CB_02,ambiguous,,,,,,,
,CB_03,red,,,,,,,
,CB_04,dark,,,,,,,
,CB_05,brown,,,,,,,
,CB_06,dark,,,,,,,
,CB_08,dark,single,,,,,,
,CB_09,dark,,,,,,,
,CB_10,brown,stripes,,,,,,
,CB_11,gray,,,,,,,
,CB_12,dark,,,,,,,
,CB_13,black,white,,,,,,
,CB_14,dark,,,,,,,
,CB_15,white,,,,,,,
,CB_16,exotic,multi,,,,,,
,CB_17,tan,,,,,,,
,CB_18,IDK,,,,,,,
,CB_19,wild,,,,,,,
,CB_23,black,,,,,,,
cheetah,CB_01,white,,,,,,,
,CB_02,dark,,,,,,,
,CB_03,dark,brown,,,,,,
,CB_04,light,gray,,,,,,
,CB_05,spots,,,,,,,
,CB_06,stripes,,,,,,,
,CB_08,spots,stripes,,,,,,
,CB_09,pattern,unusual,,,,,,
,CB_10,brown,stripes,,,,,,
,CB_11,multi,,,,,,,
,CB_12,stripes,,,,,,,
,CB_13,dark,,,,,,,
,CB_14,light,,,,,,,
,CB_15,stripes,spots,,,,,,
,CB_16,spots,,,,,,,
,CB_17,stripes,pattern,,,,,,
,CB_18,spots,,,,,,,
,CB_19,,,,,,,,
,CB_23,black,,,,,,,
crow,CB_01,black,,,,,,,
,CB_02,dark,,,,,,,
,CB_03,red,,,,,,,
,CB_04,dark,,,,,,,
,CB_05,black,,,,,,,
,CB_06,dark,,,,,,,
,CB_08,fly,birds,,,,,,
,CB_09,dark,,,,,,,
,CB_10,black,,,,,,,
,CB_11,white,,,,,,,
,CB_12,black,,,,,,,
,CB_13,dark,,,,,,,
,CB_14,light,,,,,,,
,CB_15,black,,,,,,,
,CB_16,black,,,,,,,
,CB_17,black,,,,,,,
,CB_18,black,,,,,,,
,CB_19,birds,,,,,,,
,CB_23,dark,,,,,,,
deer,CB_01,brown,,,,,,,
,CB_02,bright,,,,,,,
,CB_03,dark,brown,,,,,,
,CB_04,light,gray,,,,,,
,CB_05,brown,,,,,,,
,CB_06,bright,,,,,,,
,CB_08,dark,single,,,,,,
,CB_09,white,,,,,,,
,CB_10,,,,,,,,
,CB_11,multi,,,,,,,
,CB_12,dark,,,,,,,
,CB_13,dark,,,,,,,
,CB_14,dark,,,,,,,
,CB_15,black,,,,,,,
,CB_16,white,,,,,,,
,CB_17,tan,,,,,,,
,CB_18,brown,,,,,,,
,CB_19,wild,,,,,,,
,CB_23,brown,,,,,,,
dolphin,CB_01,white,,,,,,,
,CB_02,bright,,,,,,,
,CB_03,medium,semibright,,,,,,
,CB_04,light,gray,,,,,,
,CB_05,gray,,,,,,,
,CB_06,bright,,,,,,,
,CB_08,water,,,,,,,
,CB_09,environment,,,,,,,
,CB_10,blue,,,,,,,
,CB_11,gray,,,,,,,
,CB_12,black,,,,,,,
,CB_13,water,,,,,,,
,CB_14,multi,,,,,,,
,CB_15,flash,skin,,,,,,
,CB_16,black,,,,,,,
,CB_17,white,pink,,,,,,
,CB_18,IDK,,,,,,,
,CB_19,water,,,,,,,
,CB_23,multi,,,,,,,
elephant,CB_01,brown,,,,,,,
,CB_02,dark,,,,,,,
,CB_03,red,,,,,,,
,CB_04,dark,,,,,,,
,CB_05,gray,,,,,,,
,CB_06,bright,,,,,,,
,CB_08,dark,single,,,,,,
,CB_09,neutral,tan,,,,,,
,CB_10,white,,,,,,,
,CB_11,gray,,,,,,,
,CB_12,black,,,,,,,
,CB_13,dark,,,,,,,
,CB_14,light,,,,,,,
,CB_15,grey,,,,,,,
,CB_16,white,,,,,,,
,CB_17,brown,gray,,,,,,
,CB_18,IDK,,,,,,,
,CB_19,zoo,,,,,,,
,CB_23,black,,,,,,,
flamingo,CB_01,black,,,,,,,
,CB_02,dark,,,,,,,
,CB_03,stripes,,,,,,,
,CB_04,bright,,,,,,,
,CB_05,pink,,,,,,,
,CB_06,bright,,,,,,,
,CB_08,bright,,,,,,,
,CB_09,environment,,,,,,,
,CB_10,pink,,,,,,,
,CB_11,multi,,,,,,,
,CB_12,pink,,,,,,,
,CB_13,pink,,,,,,,
,CB_14,light,,,,,,,
,CB_15,pink,,,,,,,
,CB_16,black,,,,,,,
,CB_17,white,pink,,,,,,
,CB_18,multi,,,,,,,
,CB_19,birds,,,,,,,
,CB_23,multi,,,,,,,
giraffe,CB_01,white,,,,,,,
,CB_02,ambiguous,,,,,,,
,CB_03,white,,,,,,,
,CB_04,light,gray,,,,,,
,CB_05,spots,,,,,,,
,CB_06,stripes,,,,,,,
,CB_08,dark,single,,,,,,
